Date,Description,Amount,Balance
4/15/2023 11:35PM,UGRYD 5900 Vending,-3.85,280.47
4/15/2023 01:16AM,UGRYD 5900 Vending,-3.50,284.32
4/15/2023 01:14AM,UGRYD 5900 Vending,-6.00,287.82
4/15/2023 01:11AM,UGRYD 5900 Vending,-4.45,293.82
4/14/2023 07:51PM,UGRYD 5900 Vending,-7.50,298.27
4/14/2023 06:08PM,Panther Grocery 74,-11.47,305.77
4/14/2023 04:21PM,UGRYD 5900 Vending,-2.35,317.24
4/14/2023 02:19PM,UGRYD 5900 Vending,-4.00,319.59
4/14/2023 10:44AM,UGRYD 5900 Vending,-4.00,323.59
4/13/2023 11:11PM,UGRYD 5900 Vending,-7.50,327.59
4/13/2023 11:09PM,UGRYD 5900 Vending,-2.35,335.09
4/13/2023 03:03PM,UGRYD 5900 Vending,-3.75,337.44
4/13/2023 11:54AM,UGRYD 5900 Vending,-4.00,341.19
4/12/2023 11:32PM,UGRYD 5900 Vending,-3.75,345.19
4/12/2023 11:31PM,UGRYD 5900 Vending,-3.75,348.94
4/12/2023 06:26PM,Panther Grocery 74,-4.28,352.69
4/12/2023 03:01PM,Panther Grocery 74,-2.59,356.97
4/12/2023 12:51PM,UGRYD 5900 Vending,-3.75,359.56
4/11/2023 11:55PM,UGRYD 5900 Vending,-3.85,363.31
4/11/2023 11:54PM,UGRYD 5900 Vending,-3.85,367.16
4/11/2023 03:03PM,UGRYD 5900 Vending,-3.75,371.01
4/11/2023 12:58PM,Panther Grocery 74,-2.29,374.76
4/11/2023 02:24AM,UGRYD 5900 Vending,-3.75,377.05
4/10/2023 11:17PM,UGRYD 5900 Vending,-7.50,380.80
4/10/2023 06:29PM,Panther Grocery 74,-4.58,388.30
4/10/2023 01:55PM,UGRYD 5900 Vending,-4.00,392.88
4/10/2023 11:55AM,UGRYD 5900 Vending,-2.85,396.88
4/10/2023 10:51AM,Panther Grocery 74,-2.39,399.73
4/10/2023 01:17AM,UGRYD 5900 Vending,-3.85,402.12
4/10/2023 01:16AM,UGRYD 5900 Vending,-4.10,405.97
4/09/2023 07:49PM,Panther Grocery 74,-6.79,410.07
4/09/2023 04:52PM,UGRYD 5900 Vending,-3.85,416.86
4/09/2023 04:52PM,UGRYD 5900 Vending,-3.85,420.71
4/09/2023 04:50PM,UGRYD 5900 Vending,-4.10,424.56
4/09/2023 10:57AM,UGRYD 5900 Vending,-4.10,428.66
4/09/2023 12:48AM,UGRYD 5900 Vending,-3.75,432.76
4/08/2023 08:21PM,UGRYD 5900 Vending,-4.10,436.51
4/08/2023 08:19PM,UGRYD 5900 Vending,-3.75,440.61
4/08/2023 08:18PM,UGRYD 5900 Vending,-3.75,444.36
4/08/2023 06:05PM,Panther Grocery 74,-11.91,448.11
4/08/2023 02:33AM,UGRYD 5900 Vending,-2.25,460.02
4/08/2023 02:33AM,UGRYD 5900 Vending,-2.25,462.27
4/07/2023 11:19PM,UGRYD 5900 Vending,-2.25,464.52
4/07/2023 11:18PM,UGRYD 5900 Vending,-3.75,466.77
4/07/2023 11:18PM,UGRYD 5900 Vending,-3.75,470.52
4/07/2023 06:23PM,Panther Grocery 74,-2.29,474.27
4/07/2023 04:37PM,UGRYD 5900 Vending,-3.85,476.56
4/07/2023 04:37PM,UGRYD 5900 Vending,-2.85,480.41
4/07/2023 10:58AM,UGRYD 5900 Vending,-4.10,483.26
4/07/2023 02:06AM,UGRYD 5900 Vending,-3.75,487.36
4/07/2023 02:05AM,UGRYD 5900 Vending,-3.75,491.11
4/06/2023 03:18PM,UGRYD 5900 Vending,-3.75,494.86
4/05/2023 06:34PM,Panther Grocery 74,-4.28,498.61
4/05/2023 04:53PM,UGRYD 5900 Vending,-4.00,502.89
4/05/2023 03:04PM,UGRYD 5900 Vending,-3.75,506.89
4/05/2023 12:58PM,UGRYD 5900 Vending,-7.50,510.64
4/05/2023 02:00AM,UGRYD 5900 Vending,-2.25,518.14
4/04/2023 04:55PM,UGRYD 5900 Vending,-3.75,520.39
4/04/2023 04:54PM,UGRYD 5900 Vending,-3.75,524.14
4/04/2023 03:06PM,Panther Grocery 74,-2.29,527.89
4/04/2023 01:09PM,UGRYD 5900 Vending,-2.25,530.18
4/04/2023 09:53AM,UGRYD 5900 Vending,-4.10,532.43
4/04/2023 12:14AM,UGRYD 5900 Vending,-2.25,536.53
4/03/2023 10:15PM,UGRYD 5900 Vending,-4.10,538.78
4/03/2023 09:05PM,UGRYD 5900 Vending,-3.75,542.88
4/03/2023 09:04PM,UGRYD 5900 Vending,-3.75,546.63
4/03/2023 03:03PM,UGRYD 5900 Vending,-4.10,550.38
4/03/2023 02:53PM,Panther Grocery 74,-12.76,554.48
4/03/2023 12:27PM,UGRYD 5900 Vending,-3.75,567.24
4/02/2023 11:56PM,UGRYD 5900 Vending,-2.25,570.99
4/02/2023 10:58PM,UGRYD 5900 Vending,-2.25,573.24
4/02/2023 06:58PM,UGRYD 5900 Vending,-3.75,575.49
4/02/2023 06:57PM,UGRYD 5900 Vending,-3.75,579.24
4/02/2023 06:30PM,UGRYD 5900 Vending,-4.10,582.99
4/02/2023 05:26PM,UGRYD 5900 Vending,-2.85,587.09
4/02/2023 03:49PM,Panther Grocery 74,-4.38,589.94
4/02/2023 01:47AM,UGRYD 5900 Vending,-2.35,594.32
4/01/2023 09:53PM,UGRYD 5900 Vending,-3.85,596.67
4/01/2023 06:42PM,UGRYD 5900 Vending,-3.75,600.52
4/01/2023 06:42PM,UGRYD 5900 Vending,-3.75,604.27
4/01/2023 05:31PM,UGRYD 5900 Vending,-2.25,608.02
4/01/2023 03:54PM,UGRYD 5900 Vending,-4.10,610.27
4/01/2023 03:18AM,UGRYD 5900 Vending,-2.25,614.37
4/01/2023 12:30AM,UGRYD 5900 Vending,-2.75,616.62
3/31/2023 09:02PM,UGRYD 5900 Vending,-3.75,619.37
3/31/2023 09:01PM,UGRYD 5900 Vending,-3.75,623.12
3/31/2023 03:38PM,UGRYD 5900 Vending,-2.85,626.87
3/31/2023 01:53PM,UGRYD 5900 Vending,-3.75,629.72
3/31/2023 12:00PM,Panther Grocery 74,-3.09,633.47
3/31/2023 01:58AM,UGRYD 5900 Vending,-3.85,636.56
3/31/2023 01:57AM,UGRYD 5900 Vending,-3.85,640.41
3/30/2023 04:43PM,Panther Grocery 74,-4.78,644.26
3/30/2023 11:53AM,UGRYD 5900 Vending,-4.00,649.04
3/30/2023 12:51AM,UGRYD 5900 Vending,-3.75,653.04
3/30/2023 12:50AM,UGRYD 5900 Vending,-3.75,656.79
3/29/2023 02:04AM,UGRYD 5900 Vending,-3.85,660.54
3/29/2023 02:03AM,UGRYD 5900 Vending,-3.85,664.39
3/28/2023 10:59AM,UGRYD 5900 Vending,-4.10,668.24
3/28/2023 02:12AM,UGRYD 5900 Vending,-4.10,672.34
3/27/2023 09:58PM,UGRYD 5900 Vending,-3.85,676.44
3/27/2023 09:58PM,UGRYD 5900 Vending,-3.85,680.29
3/27/2023 03:10PM,UGRYD 5900 Vending,-3.75,684.14
3/27/2023 11:51AM,UGRYD 5900 Vending,-3.75,687.89
3/27/2023 01:40AM,UGRYD 5900 Vending,-3.75,691.64
3/26/2023 10:55PM,UGRYD 5900 Vending,-3.75,695.39
3/26/2023 10:54PM,UGRYD 5900 Vending,-3.75,699.14
3/26/2023 03:09AM,UGRYD 5900 Vending,-3.75,702.89
3/26/2023 01:45AM,UGRYD 5900 Vending,-3.75,706.64
3/25/2023 10:36PM,UGRYD 5900 Vending,-3.75,710.39
3/25/2023 03:35AM,UGRYD 5900 Vending,-2.25,714.14
3/25/2023 03:35AM,UGRYD 5900 Vending,-5.50,716.39
3/24/2023 11:09PM,UGRYD 5900 Vending,-3.75,721.89
3/24/2023 04:33PM,Panther Grocery 74,-10.17,725.64
3/24/2023 11:53AM,Panther Grocery 74,-7.48,735.81
3/23/2023 08:49PM,Panther Grocery 74,-3.59,743.29
3/23/2023 04:38PM,Panther Grocery 74,-3.59,746.88
3/23/2023 01:46PM,Panther Grocery 74,-8.77,750.47
3/22/2023 06:19PM,Panther Dining 70 WS6,-10.00,759.24
3/22/2023 03:13PM,Panther Grocery 74,-9.08,769.24
3/22/2023 12:20PM,UGRYD 5900 Vending,-3.75,778.32
3/22/2023 12:12PM,Panther Grocery 74,-3.59,782.07
3/21/2023 08:21PM,Panther Grocery 74,-11.25,785.66
3/21/2023 11:52AM,UGRYD 5900 Vending,-4.00,796.91
3/21/2023 09:20AM,Panther Grocery 74,-10.77,800.91
3/21/2023 07:23AM,Panther Grocery 74,-7.48,811.68
3/21/2023 01:15AM,UGRYD 5900 Vending,-3.75,819.16
3/20/2023 04:37PM,Panther Grocery 74,-7.48,822.91
3/20/2023 12:26PM,Panther Grocery 74,-10.57,830.39
3/19/2023 10:33PM,UGRYD 5900 Vending,-3.75,840.96
3/19/2023 09:23PM,Rat Main Line 83,-17.67,844.71
3/08/2023 01:55PM,Panther Grocery 74,-6.28,862.38
3/08/2023 12:17PM,Panther Grocery 74,-6.28,868.66
3/07/2023 06:59PM,Panther Grocery 74,-10.38,874.94
3/07/2023 01:44PM,Panther Grocery 74,-6.28,885.32
3/07/2023 10:49AM,Panther Grocery 74,-6.28,891.60
3/06/2023 06:23PM,Panther Grocery 74,-4.78,897.88
3/06/2023 11:55AM,Panther Grocery 74,-6.28,902.66
3/06/2023 09:36AM,Panther Grocery 74,-6.28,908.94
3/05/2023 01:36PM,Panther Grocery 74,-12.56,915.22
3/04/2023 05:00PM,Panther Grocery 74,-7.27,927.78
3/04/2023 12:28AM,UGRYD 5900 Vending,-3.60,935.05
3/04/2023 12:27AM,UGRYD 5900 Vending,-5.50,938.65
3/03/2023 02:52PM,Panther Grocery 74,-9.27,944.15
3/03/2023 12:26PM,UGRYD 5900 Vending,-1.75,953.42
3/03/2023 12:21PM,Panther Grocery 74,-7.48,955.17
3/03/2023 12:00AM,UGRYD 5900 Vending,-3.60,962.65
3/02/2023 11:59PM,UGRYD 5900 Vending,-2.75,966.25
3/02/2023 04:23PM,Panther Grocery 74,-2.39,969.00
3/02/2023 01:51PM,UGRYD 5900 Vending,-3.60,971.39
3/02/2023 01:01PM,Panther Grocery 74,-2.39,974.99
3/02/2023 09:43AM,Panther Grocery 74,-7.68,977.38
3/01/2023 06:32PM,Panther Grocery 74,-6.37,985.06
3/01/2023 12:32PM,Panther Grocery 74,-6.28,991.43
3/01/2023 10:26AM,Panther Grocery 74,-6.28,997.71
2/28/2023 08:09PM,Panther Grocery 74,-3.68,1003.99
2/28/2023 01:51PM,Panther Grocery 74,-6.28,1007.67
2/28/2023 07:49AM,Panther Grocery 74,-7.48,1013.95
2/27/2023 12:52PM,Panther Grocery 74,-7.48,1021.43
2/27/2023 09:52AM,Panther Grocery 74,-7.87,1028.91
2/26/2023 08:17PM,Panther Grocery 74,-4.78,1036.78
2/26/2023 05:14PM,Panther Grocery 74,-6.88,1041.56
2/26/2023 12:32PM,Panther Grocery 74,-9.27,1048.44
2/25/2023 11:34PM,Rat Pizza-2  86,-14.98,1057.71
2/24/2023 02:49PM,Panther Grocery 74,-6.77,1072.69
2/24/2023 10:24AM,Panther Grocery 74,-6.28,1079.46
2/23/2023 12:57PM,Panther Grocery 74,-9.17,1085.74
2/23/2023 08:56AM,Panther Grocery 74,-5.97,1094.91
2/22/2023 11:33AM,Panther Grocery 72,-9.98,1100.88
2/22/2023 03:04AM,UGRYD 5900 Vending,-3.75,1110.86
2/21/2023 12:59PM,Panther Grocery 74,-5.19,1114.61
2/21/2023 09:38AM,Panther Grocery 74,-5.67,1119.80
2/20/2023 11:55AM,Panther Grocery 74,-9.27,1125.47
2/20/2023 10:32AM,Panther Grocery 74,-0.99,1134.74
2/19/2023 07:29PM,Panther Grocery 74,-9.76,1135.73
2/19/2023 11:42AM,Panther Grocery 74,-8.56,1145.49
2/18/2023 03:46PM,Panther Dining 70 WS6,-9.00,1154.05
2/18/2023 11:12AM,Panther Grocery 74,-7.52,1163.05
2/17/2023 11:03PM,UGRYD 5900 Vending,-3.75,1170.57
2/17/2023 06:11PM,Panther Grocery 74,-6.49,1174.32
2/17/2023 02:56PM,Panther Grocery 74,-8.68,1180.81
2/17/2023 10:18AM,Panther Grocery 74,-0.99,1189.49
2/16/2023 06:31PM,Panther Grocery 74,-7.48,1190.48
2/16/2023 01:07PM,Panther Grocery 74,-7.68,1197.96
2/16/2023 11:52AM,Panther Grocery 74,-0.99,1205.64
2/15/2023 06:27PM,Panther Grocery 74,-7.48,1206.63
2/15/2023 12:28PM,Panther Grocery 74,-6.96,1214.11
2/14/2023 08:10PM,Panther Grocery 74,-8.08,1221.07
2/14/2023 12:59PM,Panther Grocery 74,-0.50,1229.15
2/14/2023 12:58PM,Panther Grocery 74,-5.19,1229.65
2/14/2023 09:39AM,Panther Grocery 74,-7.97,1234.84
2/14/2023 02:23AM,UGRYD 5900 Vending,-3.75,1242.81
2/13/2023 07:06PM,Panther Grocery 74,-6.49,1246.56
2/13/2023 09:50AM,Panther Grocery 74,-6.87,1253.05
2/12/2023 02:33PM,Panther Grocery 74,-8.26,1259.92
2/12/2023 10:17AM,Panther Grocery 74,-8.67,1268.18
2/11/2023 11:39PM,UGRYD 5900 Vending,-1.75,1276.85
2/11/2023 11:39PM,UGRYD 5900 Vending,-3.75,1278.60
2/11/2023 04:29PM,Panther Grocery 74,-2.08,1282.35
2/11/2023 12:02PM,Panther Grocery 74,-9.18,1284.43
2/10/2023 01:45PM,Panther Grocery 74,-8.77,1293.61
2/10/2023 09:58AM,Panther Grocery 74,-5.67,1302.38
2/10/2023 09:22AM,Panther Grocery 74,-3.49,1308.05
2/09/2023 06:20PM,Panther Grocery 74,-7.37,1311.54
2/09/2023 01:02PM,Panther Grocery 74,-5.19,1318.91
2/09/2023 09:57AM,Panther Grocery 74,-5.67,1324.10
2/09/2023 12:35AM,UGRYD 5900 Vending,-3.75,1329.77
2/08/2023 10:08AM,Panther Grocery 74,-5.72,1333.52
2/07/2023 05:27PM,Panther Grocery 74,-10.57,1339.24
2/07/2023 12:59PM,Panther Grocery 74,-5.19,1349.81
2/07/2023 10:46AM,Panther Grocery 74,-0.99,1355.00
2/07/2023 07:40AM,Panther Grocery 74,-4.28,1355.99
2/06/2023 08:10PM,Panther Grocery 74,-5.49,1360.27
2/06/2023 12:09PM,Panther Grocery 74,-6.56,1365.76
2/05/2023 06:28PM,Panther Grocery 74,-8.08,1372.32
2/04/2023 07:25PM,Panther Grocery 74,-4.58,1380.40
2/04/2023 01:37PM,Panther Grocery 74,-5.28,1384.98
2/04/2023 10:38AM,Panther Grocery 74,-8.33,1390.26
2/03/2023 07:12PM,Panther Grocery 74,-8.57,1398.59
2/03/2023 03:00PM,Panther Grocery 74,-2.08,1407.16
2/03/2023 11:49AM,Panther Grocery 74,-6.49,1409.24
2/03/2023 10:50AM,Panther Grocery 74,-0.99,1415.73
2/02/2023 07:10PM,Panther Grocery 74,-7.23,1416.72
2/02/2023 01:02PM,Panther Grocery 74,-6.77,1423.95
2/02/2023 10:18AM,Panther Grocery 74,-4.28,1430.72
2/01/2023 06:28PM,Panther Grocery 74,-9.08,1435.00
2/01/2023 03:06PM,Panther Grocery 74,-4.98,1444.08
2/01/2023 07:49AM,Panther Grocery 74,-4.98,1449.06
1/31/2023 08:50PM,Panther Grocery 74,-2.39,1454.04
1/31/2023 01:00PM,Panther Grocery 74,-9.47,1456.43
1/31/2023 08:54AM,Panther Grocery 74,-4.53,1465.90
1/30/2023 06:29PM,Panther Grocery 74,-4.79,1470.43
1/30/2023 04:44PM,Panther Grocery 74,-0.99,1475.22
1/30/2023 09:08AM,Panther Grocery 74,-5.43,1476.21
1/29/2023 10:37AM,Panther Grocery 74,-4.53,1481.64
1/28/2023 11:55PM,UGRYD 5900 Vending,-3.75,1486.17
1/28/2023 09:37PM,UGRYD 5900 Vending,-2.25,1489.92
1/28/2023 09:12PM,Rat Main Line 83,-21.48,1492.17
1/28/2023 11:25AM,Panther Grocery 74,-11.02,1513.65
1/27/2023 02:57PM,Panther Grocery 74,-11.02,1524.67
1/27/2023 11:51AM,UGRYD 5900 Vending,-2.50,1535.69
1/27/2023 10:04AM,Panther Grocery 74,-4.53,1538.19
1/26/2023 08:13PM,Panther Grocery 74,-8.78,1542.72
1/26/2023 05:05PM,Panther Grocery 72,-6.49,1551.50
1/26/2023 10:53AM,Panther Grocery 74,-0.99,1557.99
1/26/2023 09:08AM,Panther Grocery 74,-8.67,1558.98
1/25/2023 10:54PM,UGRYD 5900 Vending,-1.75,1567.65
1/25/2023 10:51PM,UGRYD 5900 Vending,-3.75,1569.40
1/25/2023 06:31PM,Panther Grocery 74,-0.99,1573.15
1/25/2023 03:00PM,Panther Grocery 74,-6.48,1574.14
1/25/2023 01:52PM,UGRYD 5900 Vending,-3.75,1580.62
1/25/2023 07:37AM,Panther Grocery 74,-7.23,1584.37
1/24/2023 06:37PM,Panther Grocery 74,-10.48,1591.60
1/24/2023 01:00PM,Panther Grocery 74,-4.58,1602.08
1/24/2023 07:18AM,Panther Grocery 74,-6.98,1606.66
1/23/2023 06:54PM,Panther Grocery 74,-2.78,1613.64
1/23/2023 12:55PM,UGRYD 5900 Vending,-3.60,1616.42
1/23/2023 08:31AM,Panther Grocery 74,-16.58,1620.02
1/22/2023 12:20PM,Panther Grocery 74,-5.48,1636.60
1/21/2023 04:43PM,Panther Grocery 74,-4.98,1642.08
1/20/2023 10:54PM,Rat Pizza-1  85,-14.69,1647.06
1/20/2023 07:50PM,Panther Grocery 72,-3.09,1661.75
1/20/2023 09:11AM,Panther Grocery 74,-5.48,1664.84
1/19/2023 09:37AM,Panther Grocery 74,-5.48,1670.32
1/18/2023 10:17AM,Panther Grocery 74,-58.47,1675.80
1/17/2023 03:10PM,Panther Grocery 74,-3.09,1734.27
1/17/2023 10:59AM,Panther Grocery 74,-5.48,1737.36
1/15/2023 07:30PM,Panther Grocery 74,-2.69,1742.84
1/15/2023 05:13PM,Panther Grocery 74,-3.09,1745.53
